title_main,title_original,release_year,runtime,country,language_,director,production,genre,top_cast,plot,rating_imdb,rating_metacritic,rating_rottentomatoes,imdb_id,website,trailer,poster_small,poster_large,connections,quality,subtitles
Cleopatra,,1963,192 min,"USA, UK, Switzerland",English,Joseph L. Mankiewicz,20th Century Fox,"Biography, Drama, History, Romance","Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown","In 48 B.C., Caesar pursues Pompey from Pharsalia to Egypt. Ptolemy, now supreme ruler after deposing his older sister, Cleopatra, attempts to gain favor with Caesar by presenting the conquerer with the head of Pompey, borne by his governors, Pothinos and Achillas. To win Caesar's support from her brother, Cleopatra hides herself in a rug, which Apollodorus, her servant, presents to Caesar. The Roman is immediately infatuated; banishing Ptolemy, he declares Cleopatra Egypt's sole ruler and takes her as his mistress. A son, Caesarion, is born of their union. Caesar, however, must return to Italy. Although he is briefly reunited with Cleopatra during a magnificent reception for the queen in Rome, Caesar is assassinated shortly thereafter, and Cleopatra returns to Egypt. When Mark Antony, Caesar's protégé, beholds Cleopatra aboard her elaborate barge at Tarsus some years later, he is smitten and becomes both her lover and military ally. Their liaison notwithstanding, Antony, to consolidate his position in Rome, marries Octavia, sister of the ambitious Octavian. The marriage satisfies no one. Cleopatra is infuriated, and Antony, tiring of his Roman wife, returns to Egypt. There he flaunts his liaison by marrying Cleopatra in a public ceremony. Sensing Antony's weakness, Octavian attacks and defeats his forces at Actium. Alarmed, Cleopatra withdraws her fleet and seeks refuge in her tomb.",70,60,56,tt0056937,,,https://ia.media-imdb.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,,720,"Eng, Spa"
Cobra Verde,,1987,111 min,"West Germany, Ghana","German, Ewe, Portuguese",Werner Herzog,Anchor Bay Entertainment,"Adventure, Drama","Klaus Kinski, King Ampaw, José Lewgoy, Salvatore Basile","The feared bandit Cobra Verde (Klaus Kinski) is hired by a plantation owner to supervise his slaves. After the owner suspects Cobra Verde of consorting with his young daughters, the owner wishes him gone. Rather than kill him,the owner sends Cobra Verde to Africa. The only white man in the area, Cobra Verde finds himself the victim of torture and humiliation. Later, he trains soldiers in a rebel army. Far from home, Cobra Verde is on the edge of madness.",70,55,88,tt0094888,,,https://m.media-amazon.com/images/M/MV5BNDcyZjExNTUtOTk3YS00NThhLWEyZmItZjNhOWJiNjQ0MGNiXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNDcyZjExNTUtOTk3YS00NThhLWEyZmItZjNhOWJiNjQ0MGNiXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,,1080,Eng
Cocktail,,1988,104 min,USA,"English, Spanish Sign Language",Roger Donaldson,Touchstone Pictures,"Comedy, Drama, Romance","Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes","After leaving the Army, Brian Flanagan tries to get a marketing job in New York City. But without a college degree, this is not possible. He then decides to start studying for a business degree at the local City College and gets a part time job as a bartender. He realizes that it's not easy but his new boss Douglas Coughlin teaches him the secrets of the bar trade and they become the most famous bartenders in town. Both Brian and Doug want their own top class cocktail bars someday and Brian's Cocktail Bar is to be called 'Cocktails and Dreams'. In order to get the necessary money to open it, Brian travels to Jamaica to work as a bartender at a resort Tiki Bar, and the pay is good. There he meets Jordan Mooney, a young and pretty, up and coming American artist on vacation with her girlfriend from New York City, staying at the Island resort. Jordan and Brian spend some quality time together and fall in love. But Brian takes a dare from his old buddy, Doug Coughlin to sleep with an older, wealthy woman, who is also staying at the resort. Jordan, herself the daughter of wealthy parents back in New York City, leaves the Island overnight, after seeing Brian and the older woman together after closing - Will Jordan ever forgive Brian and will they get back together?",59,12,5,tt0094889,,,https://m.media-amazon.com/images/M/MV5BY2Q0MjFlMTgtOWM1Ny00Y2FiLWI1NDItZDVmMmY5YTdlOGJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BZDBhYTdkYzMtYTE5Yi00ZDg1LThiYmYtZDI3ZTA5NjVkZWY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,Eng
Cold Water of the Sea ,Agua fría de mar,2010,83 min,"Costa Rica, France, Spain, Netherlands, Mexico","Spanish, English",Paz Fábrega,,Drama,"Monserrat Fernández, Lil Quesada Morúa, Luis Carlos Bogantes, Adriana Alvarez","On New Year's holidays, Mariana (21) and Rodrigo (30) drive to the coast where he has to sell a property. There, they find Karina (7), late at night and in the middle of nowhere. She tells then she ran away from home.",55,,,tt1156527,,,https://m.media-amazon.com/images/M/MV5BZTFkYzM5NTAtNmUyYy00MDc2LWI5ZjgtNGE5M2RhNzQ4M2Y3XkEyXkFqcGdeQXVyMjI1NjM2MDQ@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTFkYzM5NTAtNmUyYy00MDc2LWI5ZjgtNGE5M2RhNzQ4M2Y3XkEyXkFqcGdeQXVyMjI1NjM2MDQ@._V1_SX300.jpg,,SD,
Conquest of the Planet of the Apes,,1972,88 min,USA,English,J. Lee Thompson,20th Century Fox,"Action, Sci-Fi","Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy",Cornelius and Zira's son Caesar leads apes to revolution in this installment of the apes saga. Dogs and cats have been wiped out by a plague and now apes are household pets that are treated like slaves. Caesar has the intelligence to fight this oppression.,61,49,44,tt0068408,,,https://m.media-amazon.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,https://ia.media-imdb.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Planet of the Apes,1080,Eng
Contact,,1997,150 min,USA,"English, Spanish, German, Russian",Robert Zemeckis,Warner Home Video,"Drama, Mystery, Sci-Fi, Thriller","Jena Malone, David Morse, Jodie Foster, Geoffrey Blake","Astronomer Dr. Ellie Arroway has long been interested in contact to faraway lands, a love fostered in her childhood by her father, Ted Arroway, who passed away when she was nine years old leaving her then orphaned. Her current work in monitoring for extraterrestrial life is based on that love and is in part an homage to her father. Ever since funding from the National Science Foundation (NSF) was pulled on her work, which is referred to some, including her NSF superior David Drumlin, as more science fiction than science, Ellie, with a few of her rogue scientist colleagues, have looked for funding from where ever they could get it to continue their work. When Ellie and her colleagues hear chatter originating from the vicinity of the star Vega, Ellie feels vindicated. But that vindication is short lived when others, including politicians, the military, religious leaders and other scientists such as Drumlin, try to take over her work. When the messages received from space are decoded, the project takes on a whole new dimension, which strengthens for Ellie the quest for the truth. Thrown into the mix are the unknown person who has up until now funded most of Ellie's work and what his motivations are, and Palmer Joss, a renowned author and theologian, who despite their fundamental differences in outlook, is mutually attracted to Ellie, that attraction based in part on intellect and their common goal of wanting to know the truth.",74,62,63,tt0118884,,,https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,,1080,Eng
Cool Hand Luke,,1967,127 min,USA,English,Stuart Rosenberg,Warner Bros.,"Crime, Drama","Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio","Luke Jackson is a cool, gutsy prisoner in a Southern chain gang, who, while refusing to buckle under to authority, keeps escaping and being recaptured. The prisoners admire Luke because, as Dragline explains it, ""You're an original, that's what you are!"" Nevertheless, the camp staff actively works to crush Luke until he finally breaks.",81,92,100,tt0061512,,,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,,1080,Eng
Crash,,2004,112 min,"USA, Germany","English, Persian, Spanish, Mandarin, Korean",Paul Haggis,Lions Gate Films,"Crime, Drama, Thriller","Karina Arroyave, Sandra Bullock, Dato Bakhtadze, Don Cheadle","Over a thirty-six hour period in Los Angeles, a handful of disparate people's lives intertwine as they deal with the tense race relations that belie life in the city. Among the players are: the Caucasian district attorney, who uses race as a political card; his Caucasian wife, who, having recently been carjacked by two black men, believes that her stereotypical views of non-whites is justified and cannot be considered racism; the two black carjackers who use their race both to their advantage and as an excuse; partnered Caucasian police constables, one who is a racist and uses his authority to harass non-whites, and the other who hates his partner because of those racist views, but who may have the same underlying values in his subconscious; a black film director and his black wife, who believes her husband doesn't support their black background enough, especially in light of an incident with the racist white cop; partnered police detectives and sometimes lovers, one Hispanic female and the other black male, the latter who is dealing with a drugged out mother that feels he isn't concerned enough about taking care of family; an East Asian man who is run over but who is hiding some valuable cargo in the back of his van; a Persian store owner, who feels he isn't getting satisfaction from American society when his store is robbed time and time again; and a Hispanic locksmith, who just wants to keep his family, especially his young daughter, safe in a seemingly unsafe world.",78,69,74,tt0375679,http://www.crashfilm.com/,,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,,720,
Creature from the Black Lagoon,,1954,79 min,USA,English,Jack Arnold,Universal Pictures,"Horror, Sci-Fi","Richard Carlson, Julie Adams, Richard Denning, Antonio Moreno","A scientific expedition searching for fossils along the Amazon River discovers a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one in the expedition, with whom it has fallen in love.",70,,84,tt0046876,,,https://m.media-amazon.com/images/M/MV5BMjMwMjA5NDkyMl5BMl5BanBnXkFtZTgwMzYyMTY2MTE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMjMwMjA5NDkyMl5BMl5BanBnXkFtZTgwMzYyMTY2MTE@._V1_SX300.jpg,,1080,Eng
Creed,,2015,133 min,USA,"English, Spanish",Ryan Coogler,Warner Bros.,"Drama, Sport","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Adonis Johnson is the son of the famous boxing champion Apollo Creed, who died in a boxing match in Rocky IV (1985). Adonis wasn't born until after his father's death and wants to follow his fathers footsteps in boxing. He seeks a mentor who is the former heavyweight boxing champion and former friend of Apollo Creed, the retired Rocky Balboa. Rocky eventually agrees to mentor Adonis. With Rocky's help they hope to get a title job to face even deadlier opponents than his father. But whether he is a true fighter remains to be seen....",76,82,95,tt3076658,http://creedthemovie.com/,,https://ia.media-imdb.com/images/M/MV5BODg5NDM1MDI4NF5BMl5BanBnXkFtZTgwMzg0MzQxNzE@._V1_.jpg,https://ia.media-imdb.com/images/M/MV5BODg5NDM1MDI4NF5BMl5BanBnXkFtZTgwMzg0MzQxNzE@._V1_SX300.jpg,Rocky,1080,
Creed II,,2018,130 min,USA,"English, Russian, Sign Languages",Steven Caple Jr.,MGM,"Drama, Sport","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",72,66,84,tt6343314,http://www.creedthemovie.com/,,https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@._V1_SX300.jpg,Rocky,1080,Eng
Cronos,,1993,94 min,Mexico,"Spanish, English",Guillermo del Toro,Trimark,Horror,"Federico Luppi, Ron Perlman, Claudio Brook, Margarita Isabel","In 1536, in Veracruz, Mexico, during the Inquisition, an alchemist builds a mysterious and sophisticated device named Cronos to provide eternal life to the owner. In the present days, the antiques dealer Jesus Gris finds Cronos hidden inside an ancient statue while cleaning it with his granddaughter Aurora. He accidentally triggers the device and soon his wife Mercedes and he note that he has a younger appearance. Out of the blue, the stranger Angel de la Guardia visits Gris's shop and buys the old statue. On the next day, Gris finds his shop trashed and Angel's card on the floor. He pays a visit to Angel that introduces him to the eccentric millionaire De la Guardia that explains the healing power and the eternal life given by Cronos. Angel is sent by De la Guardia to hunt down Gris to get Cronos no matter the costs.",67,70,90,tt0104029,,,https://m.media-amazon.com/images/M/MV5BOTc1ZmFiMWItZThkMS00Mjc1LTg2NTYtMjZjNWNkMjUzMTM2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BOTc1ZmFiMWItZThkMS00Mjc1LTg2NTYtMjZjNWNkMjUzMTM2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,,1080,Eng
Dancer in the Dark,,2000,140 min,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Norway","English, German, Czech",Lars von Trier,Fine Line Features,"Crime, Drama, Musical","Björk, Catherine Deneuve, David Morse, Peter Stormare","1964 in small town Washington state. Selma Jezková, a Czechoslovakian immigrant, and her preteen son Gene live in a rented trailer owned by and on the property of married Bill and Linda Houston, he the town sheriff. Beyond Bill and Linda, Selma has a small group of friends who look out for her, including her primary confidante, Kathy, with who she works, and Jeff who wants to be her boyfriend. Jeff regularly waits outside Selma's workplace long before the end of her shift to drive her home, despite she always refusing in not wanting to lead him on. Her primary job is working on the Anderson Tool factory assembly line, but she does whatever she can to earn money. What only Kathy knows among Selma's friends is that she is slowly going blind, her medical condition being genetic. Selma is barely able to see, just enough to do her job. Her primary reason for moving to the US and for working all the time is to earn enough money for an operation for Gene when he turns thirteen, he who doesn't know anything about his mother or his own degenerative eyesight. None of Selma's friends, not even Kathy, know about the money for Gene's operation. Beyond this sole goal of the operation, Selma allows only one indulgence in her life, anything having to do with musicals, which she loves, it an escape from the problems of her life. Kathy often takes her to the cinema to watch old musicals, Kathy who has to describe to Selma what is happening on the screen much to the other patrons' chagrin. Selma also has the lead of Maria in a community theater production of ""The Sound of Music"". Close to having enough money for the operation, Selma is in a race against time before she loses enough of her sight not to be able to work or participate in the musical production. What may also threaten Selma's goal of the operation for Gene is some financial problems facing Bill. He feels pressured to provide Linda with the comforts of life to which she is accustomed that he believes she requires in their marriage to be satisfied, and as such he is reluctant to tell Linda of those financial problems.",80,61,68,tt0168629,http://dancerinthedark.com,,https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNDVkYWMxNWEtNjc2MC00OGI5LWI3NmUtYWUwNDQyOTc3YmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Golden Heart trilogy,1080,"Eng, Swe"
Darkman,,1990,96 min,USA,English,Sam Raimi,,"Action, Sci-Fi, Thriller","Liam Neeson, Frances McDormand, Colin Friels, Larry Drake","Peyton Westlake is a scientist who has discovered a way to produce synthetic skin. This could revolutionise skin grafting, except for one minor glitch; the synthetic skin degrades after 100 minutes of exposure to light. When gangsters attack Peyton, he is horrifically burnt, and assumed dead. In his quest for revenge, Peyton, aka the Darkman, is able to take on the appearance of anyone (using the synthetic skin,) but he only has 100 minutes per disguise.",64,65,84,tt0099365,,,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,Darkman,1080,Eng
Darkman II: The Return of Durant,,1995,93 min,"USA, Canada",English,Bradford May,,"Action, Crime, Horror, Sci-Fi, Thriller","Larry Drake, Arnold Vosloo, Kim Delaney, Renée O'Connor","Darkman, who has, since the first film, devoted his life to perfecting his synthetic skin and fighting crime, is horrified to learn that his old foe, Robert G. Durant, is alive. Durant wastes no time taking control of his old business. He releases an insane weapons developer from a mental institution, and uses him to create a deadly laser weapon. Now, with the help of his disguises and inhuman strength, Darkman must forever rid the world of Durant.",51,,29,tt0109552,,,https://m.media-amazon.com/images/M/MV5BNzczZDdhYWEtZDIxNi00NWMzLThiYWQtNTA4YmFkOTk3OTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNzczZDdhYWEtZDIxNi00NWMzLThiYWQtNTA4YmFkOTk3OTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Darkman,1080,
